edge_id,u,v,edge_length_m,estimated_travel_time,routing_cost,static_cost,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,police_station_distance,cctv_density_estimate,lighting_score,crime_score,activity_score,event_frequency,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,travel_time_estimate,congestion_score,flood_risk,weather_exposure_score,poi_density,time_risk,adjacency_count,zone,direction,source_area,destination_area,road_name,road_type,highway_type,junction_type,road_width_estimate,zone_type,static_component,graph_component
2625,992,998,173.14,20.78,294.34,173.14,30.0,0.245,0.435,0.6475,0.439,0.333,0.4885,0.596,0.6715,0.332,0.4585,0.179,0.433,0.5025,0.324,0.403,3.765,0.594,0.0895,0.34,0.459,0.4135,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2626,992,1029,153.17,18.38,260.15,153.17,30.0,0.36,0.37,0.6605,0.4685,0.361,0.3335,0.596,0.6485,0.4235,0.4505,0.15,0.4365,0.472,0.327,0.4195,3.31,0.558,0.1065,0.3245,0.477,0.383,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2627,993,998,64.09,7.69,107.17,64.09,30.0,0.185,0.32,0.6665,0.469,0.3655,0.4535,0.577,0.6515,0.3205,0.477,0.1825,0.405,0.5015,0.318,0.394,1.875,0.5565,0.1275,0.352,0.4595,0.439,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,2nd Cross Road,residential,residential,none,7.5m,SafeZone,10,0
2628,993,1017,88.52,10.62,147.59,88.52,30.0,0.275,0.22,0.692,0.524,0.251,0.2555,0.5795,0.6145,0.3485,0.469,0.1475,0.386,0.502,0.316,0.4045,1.91,0.5255,0.1335,0.342,0.445,0.419,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,2nd Cross Road,residential,residential,none,7.5m,SafeZone,10,0
2629,993,1020,133.01,15.96,222.48,133.01,30.0,0.24,0.41,0.67,0.4995,0.4215,0.568,0.571,0.6425,0.323,0.492,0.1345,0.3995,0.521,0.33,0.4005,4.3,0.5445,0.164,0.3735,0.4495,0.4355,7.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,2nd Cross Road,residential,residential,none,7.5m,SafeZone,10,0
2630,993,1029,54.91,6.59,91.74,54.91,30.0,0.3,0.255,0.6795,0.4985,0.3935,0.2985,0.577,0.6285,0.412,0.469,0.1535,0.4085,0.471,0.321,0.4105,1.42,0.5205,0.1445,0.3365,0.4775,0.4085,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,2nd Cross Road,residential,residential,none,7.5m,SafeZone,10,0
2631,994,2359,32.83,2.95,55.52,32.83,40.0,0.2567,0.5367,0.7622,0.5673,0.3613,0.3012,0.656,0.7947,0.3292,0.6247,0.1377,0.5653,0.5702,0.2347,0.3568,2.64,0.6693,0.126,0.4152,0.6647,0.3037,3.5,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,secondary,secondary,none,7.5m,SafeZone,10,0
2632,994,2395,41.95,4.32,71.81,41.95,35.0,0.2967,0.5617,0.7367,0.5848,0.2998,0.5092,0.625,0.7602,0.2757,0.6222,0.1407,0.5058,0.5577,0.2487,0.3738,4.26,0.6758,0.2095,0.4677,0.6507,0.3577,4.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,secondary,secondary,none,7.5m,SafeZone,10,0
2633,994,2873,62.74,6.45,105.37,62.74,35.0,0.2817,0.5217,0.6692,0.5633,0.2083,0.5282,0.612,0.7397,0.3192,0.5202,0.0982,0.5018,0.5322,0.3017,0.3598,5.315,0.6393,0.2395,0.4047,0.5257,0.3797,5.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,secondary,secondary,none,7.5m,SafeZone,10,0
2634,994,2916,258.07,26.54,442.0,258.07,35.0,0.4117,0.3317,0.6742,0.5183,0.2283,0.4742,0.588,0.7422,0.3152,0.5312,0.1462,0.5263,0.5282,0.2757,0.3878,5.685,0.6498,0.1525,0.4097,0.5637,0.3612,4.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,secondary,secondary,none,7.5m,SafeZone,10,0
2635,995,1013,193.65,19.92,337.96,193.65,35.0,0.39,0.47,0.6515,0.532,0.2405,0.4945,0.5995,0.716,0.394,0.512,0.141,0.5255,0.5675,0.3125,0.4255,6.37,0.6395,0.1315,0.4145,0.545,0.4165,5.5,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,13,0
2636,995,1147,23.67,2.84,41.37,23.67,30.0,0.4,0.46,0.585,0.493,0.2485,0.771,0.5795,0.6805,0.443,0.455,0.1285,0.4335,0.564,0.355,0.4275,3.245,0.64,0.132,0.3575,0.4555,0.52,7.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,13,0
2637,995,1191,45.33,5.44,77.23,45.33,30.0,0.255,0.265,0.631,0.4965,0.0675,0.561,0.605,0.6775,0.405,0.4615,0.16,0.3865,0.5225,0.316,0.41,1.76,0.587,0.115,0.357,0.4815,0.4275,7.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,13,0
2638,995,1212,52.42,6.29,89.16,52.42,30.0,0.365,0.4,0.638,0.468,0.26,0.502,0.5815,0.6595,0.3965,0.458,0.1385,0.4345,0.563,0.3335,0.4,2.54,0.602,0.2215,0.3295,0.4835,0.4645,8.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,13,0
2639,997,1007,42.12,5.05,72.89,42.12,30.0,0.15,0.555,0.7075,0.492,0.2365,0.8165,0.5915,0.6415,0.38,0.4755,0.1105,0.349,0.404,0.419,0.4535,2.435,0.554,0.159,0.368,0.499,0.555,2.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2640,997,1039,76.18,7.84,131.34,76.18,35.0,0.22,0.43,0.7015,0.501,0.459,0.7135,0.598,0.702,0.3535,0.5685,0.0985,0.471,0.4705,0.3495,0.4125,6.945,0.623,0.196,0.4395,0.58,0.469,3.5,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2641,997,1142,14.89,1.79,26.22,14.89,30.0,0.24,0.53,0.682,0.468,0.2875,0.779,0.541,0.6185,0.413,0.487,0.105,0.405,0.4005,0.412,0.4675,3.225,0.588,0.156,0.346,0.511,0.5215,2.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,ModerateZone,10,0
2642,997,1172,39.73,4.77,69.68,39.73,30.0,0.205,0.54,0.6545,0.4805,0.451,0.728,0.5865,0.631,0.448,0.498,0.1355,0.37,0.497,0.374,0.462,3.355,0.584,0.1225,0.343,0.5095,0.5395,5.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2643,997,1179,37.25,4.47,64.26,37.25,30.0,0.225,0.48,0.6965,0.4655,0.269,0.724,0.5825,0.645,0.422,0.527,0.139,0.3585,0.4355,0.342,0.447,2.865,0.556,0.1315,0.3405,0.555,0.5095,4.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2644,997,1187,55.23,6.63,98.15,55.23,30.0,0.18,0.49,0.7015,0.533,0.431,0.7375,0.558,0.634,0.4455,0.524,0.0865,0.3875,0.434,0.3855,0.4765,2.54,0.601,0.1605,0.382,0.5355,0.5505,4.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,ModerateZone,10,0
2645,998,1010,70.57,8.47,119.07,70.57,30.0,0.29,0.355,0.7015,0.459,0.3265,0.4225,0.5695,0.6735,0.396,0.462,0.1525,0.444,0.5595,0.3185,0.4015,3.875,0.5715,0.1495,0.3195,0.433,0.42,7.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2646,998,1017,27.67,3.32,46.23,27.67,30.0,0.32,0.31,0.6925,0.502,0.1725,0.325,0.5985,0.654,0.329,0.479,0.149,0.404,0.5285,0.294,0.3755,2.495,0.59,0.08,0.335,0.4665,0.408,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2647,998,1029,21.05,2.53,35.23,21.05,30.0,0.345,0.345,0.68,0.4765,0.315,0.368,0.596,0.668,0.3925,0.479,0.155,0.4265,0.4975,0.299,0.3815,2.005,0.585,0.091,0.3295,0.499,0.3975,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2648,1001,1012,79.66,9.56,133.79,79.66,30.0,0.515,0.335,0.724,0.523,0.2885,0.667,0.649,0.7445,0.3075,0.538,0.151,0.5175,0.5435,0.291,0.3675,9.315,0.624,0.194,0.402,0.5895,0.4015,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Apparao Road,tertiary,tertiary,none,7.5m,SafeZone,10,0
2649,1001,1019,48.03,5.76,79.29,48.03,30.0,0.38,0.45,0.7875,0.5705,0.352,0.602,0.6815,0.8195,0.298,0.67,0.129,0.5175,0.599,0.1985,0.331,4.33,0.64,0.2585,0.3865,0.712,0.372,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Apparao Road,tertiary,tertiary,none,7.5m,SafeZone,10,0
2650,1001,1031,72.62,8.71,122.55,72.62,30.0,0.395,0.36,0.751,0.59,0.2565,0.687,0.632,0.734,0.3515,0.5475,0.101,0.5045,0.526,0.2675,0.3945,4.64,0.586,0.2335,0.364,0.5635,0.4265,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Apparao Road,tertiary,tertiary,none,7.5m,SafeZone,10,0
2651,1002,1010,143.4,17.21,249.26,143.4,30.0,0.32,0.425,0.6705,0.4495,0.2685,0.499,0.542,0.6765,0.485,0.4755,0.153,0.4355,0.5535,0.3085,0.4475,4.715,0.5815,0.1535,0.3335,0.4575,0.4565,7.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,ModerateZone,10,0
2652,1002,1021,63.77,7.65,109.74,63.77,30.0,0.33,0.515,0.66,0.472,0.122,0.6435,0.5615,0.6875,0.434,0.5285,0.1195,0.4285,0.4935,0.297,0.418,5.02,0.606,0.1895,0.3265,0.5575,0.472,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2653,1003,1016,70.15,8.42,121.79,70.15,30.0,0.17,0.405,0.582,0.4985,0.282,0.5705,0.58,0.6465,0.4305,0.5345,0.1415,0.38,0.4845,0.3195,0.4625,4.145,0.547,0.2565,0.362,0.559,0.4545,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,12,0
2654,1004,1012,148.79,17.86,253.47,148.79,30.0,0.435,0.54,0.6535,0.4615,0.188,0.4195,0.61,0.694,0.345,0.4615,0.1665,0.446,0.441,0.3915,0.4205,12.47,0.566,0.1185,0.359,0.4715,0.418,4.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2655,1005,1022,188.76,22.65,310.56,188.76,30.0,0.35,0.41,0.698,0.5475,0.0195,0.4595,0.6085,0.718,0.2795,0.527,0.101,0.464,0.632,0.218,0.3555,3.105,0.5795,0.24,0.392,0.5755,0.381,8.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,14,0
2656,1005,1027,76.41,11.0,124.74,76.41,25.0,0.16,0.375,0.647,0.455,0.187,0.3245,0.555,0.6905,0.34,0.481,0.1255,0.359,0.5225,0.2585,0.3815,1.65,0.502,0.203,0.373,0.512,0.3765,7.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,14,0
2657,1005,1037,56.73,6.81,95.46,56.73,30.0,0.145,0.315,0.657,0.477,0.1985,0.302,0.5795,0.683,0.3775,0.482,0.111,0.3905,0.5345,0.303,0.4275,2.135,0.5105,0.234,0.358,0.496,0.415,7.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,14,0
2658,1006,1008,113.27,13.59,195.76,113.27,30.0,0.36,0.49,0.692,0.5185,0.1665,0.719,0.644,0.7185,0.418,0.566,0.1715,0.4265,0.5355,0.2965,0.4085,8.915,0.6395,0.185,0.391,0.5645,0.499,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2659,1006,1025,88.7,10.64,155.8,88.7,30.0,0.255,0.37,0.593,0.4595,0.269,0.4405,0.6085,0.6935,0.4735,0.4865,0.172,0.3675,0.4015,0.3655,0.4495,5.63,0.614,0.1965,0.3565,0.5065,0.48,4.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2660,1007,1039,75.05,7.72,127.17,75.05,35.0,0.27,0.515,0.724,0.485,0.2465,0.791,0.6205,0.7305,0.3245,0.511,0.103,0.477,0.5015,0.3685,0.394,6.14,0.601,0.239,0.4255,0.487,0.465,3.5,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2661,1007,1142,56.12,6.73,97.2,56.12,30.0,0.29,0.615,0.7045,0.452,0.075,0.8565,0.5635,0.647,0.384,0.4295,0.1095,0.411,0.4315,0.431,0.449,2.42,0.566,0.199,0.332,0.418,0.5175,2.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2662,1007,1176,70.39,8.45,118.27,70.39,30.0,0.305,0.645,0.66,0.473,0.174,0.5915,0.6065,0.6955,0.388,0.437,0.14,0.3935,0.4695,0.37,0.4015,5.08,0.5575,0.1405,0.353,0.4265,0.4865,4.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2663,1007,1179,55.69,6.68,94.42,55.69,30.0,0.275,0.565,0.719,0.4495,0.0565,0.8015,0.605,0.6735,0.393,0.4695,0.1435,0.3645,0.4665,0.361,0.4285,2.06,0.534,0.1745,0.3265,0.462,0.5055,4.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2664,1007,1187,58.22,6.99,101.74,58.22,30.0,0.23,0.575,0.724,0.517,0.2185,0.815,0.5805,0.6625,0.4165,0.4665,0.091,0.3935,0.465,0.4045,0.458,1.735,0.579,0.2035,0.368,0.4425,0.5465,4.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2665,1008,1025,192.29,23.08,335.89,192.29,30.0,0.225,0.55,0.683,0.514,0.2705,0.5605,0.6345,0.709,0.4075,0.5565,0.1725,0.418,0.464,0.372,0.431,5.715,0.6315,0.2435,0.4305,0.522,0.49,4.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Devudu Narasimha Shastry Road,tertiary,tertiary,none,7.5m,SafeZone,10,0
2666,1009,1031,224.4,26.93,384.9,224.4,30.0,0.35,0.375,0.7375,0.51,0.0825,0.385,0.6245,0.8015,0.3265,0.548,0.1175,0.5735,0.5185,0.2685,0.3965,6.075,0.6375,0.2015,0.4885,0.507,0.38,5.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Puttanna Chetty Road,primary,primary,none,7.5m,SafeZone,10,0
2667,1010,1017,58.14,6.98,97.8,58.14,30.0,0.38,0.255,0.727,0.514,0.212,0.2245,0.572,0.6365,0.424,0.454,0.1175,0.425,0.56,0.3165,0.412,3.91,0.5405,0.1555,0.3095,0.4185,0.4,7.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,1st Main Road,residential,residential,none,7.5m,SafeZone,10,0
2668,1010,1021,120.02,14.4,201.84,120.02,30.0,0.36,0.39,0.7255,0.4935,0.2195,0.4665,0.5625,0.667,0.44,0.49,0.0875,0.458,0.531,0.3295,0.4085,5.595,0.5465,0.261,0.287,0.485,0.4275,7.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,1st Main Road,residential,residential,none,7.5m,SafeZone,10,0
2669,1010,1029,89.31,10.72,150.56,89.31,30.0,0.405,0.29,0.7145,0.4885,0.3545,0.2675,0.5695,0.6505,0.4875,0.454,0.1235,0.4475,0.529,0.3215,0.418,3.42,0.5355,0.1665,0.304,0.451,0.3895,7.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,1st Main Road,residential,residential,none,7.5m,SafeZone,10,0
2670,1011,1223,46.82,5.62,78.72,46.82,30.0,0.31,0.56,0.624,0.4315,0.2995,0.711,0.566,0.682,0.3395,0.4995,0.152,0.4015,0.4505,0.3545,0.4035,3.5,0.5555,0.0845,0.297,0.514,0.445,4.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2671,1011,1224,81.85,9.82,134.93,81.85,30.0,0.385,0.555,0.6505,0.427,0.2925,0.6015,0.547,0.687,0.35,0.513,0.134,0.4,0.4975,0.379,0.374,2.845,0.549,0.1625,0.301,0.5085,0.4335,4.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2672,1012,1019,58.38,7.01,96.91,58.38,30.0,0.345,0.585,0.7365,0.4625,0.1995,0.49,0.6335,0.751,0.2915,0.561,0.174,0.485,0.5625,0.2765,0.3555,5.745,0.609,0.1835,0.3925,0.6015,0.3975,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2673,1013,1212,211.75,21.78,365.54,211.75,35.0,0.495,0.56,0.7055,0.567,0.4325,0.2745,0.595,0.7135,0.3855,0.5,0.1245,0.572,0.5445,0.306,0.4045,6.78,0.6435,0.205,0.433,0.5585,0.384,5.5,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Aluri Venkata Rao Road,secondary,secondary,none,7.5m,SafeZone,13,0
2674,1014,1206,116.01,13.92,198.9,116.01,30.0,0.31,0.58,0.6085,0.4335,0.094,0.3735,0.531,0.646,0.424,0.4295,0.1025,0.3725,0.509,0.357,0.4115,8.5,0.606,0.1635,0.3485,0.468,0.4385,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,13,0
2675,1014,1231,23.71,2.85,41.38,23.71,30.0,0.36,0.51,0.6135,0.468,0.04,0.4885,0.559,0.6115,0.413,0.475,0.0805,0.405,0.5345,0.358,0.4235,3.535,0.6435,0.075,0.3755,0.491,0.456,7.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,13,0
2676,1015,1028,56.1,6.73,93.97,56.1,30.0,0.285,0.525,0.773,0.534,0.377,0.459,0.6315,0.7745,0.2475,0.6625,0.108,0.508,0.6165,0.244,0.3515,1.33,0.6475,0.201,0.403,0.645,0.365,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,tertiary,tertiary,none,7.5m,SafeZone,10,0
2677,1016,1031,174.19,20.9,302.47,174.19,30.0,0.23,0.52,0.655,0.547,0.172,0.496,0.563,0.6585,0.408,0.4845,0.1105,0.4175,0.4765,0.313,0.452,3.255,0.569,0.2465,0.34,0.504,0.4345,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,12,0
2678,1017,1021,116.74,14.01,194.37,116.74,30.0,0.39,0.345,0.7165,0.5365,0.0655,0.369,0.5915,0.6475,0.373,0.507,0.084,0.418,0.5,0.305,0.3825,4.215,0.565,0.1915,0.3025,0.5185,0.4155,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2679,1017,1029,47.84,5.74,79.85,47.84,30.0,0.435,0.245,0.7055,0.5315,0.2005,0.17,0.5985,0.631,0.4205,0.471,0.12,0.4075,0.498,0.297,0.392,2.04,0.554,0.097,0.3195,0.4845,0.3775,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2680,1018,1036,119.97,12.34,201.29,119.97,35.0,0.3275,0.48,0.6962,0.5232,0.144,0.5938,0.6168,0.7408,0.3125,0.561,0.119,0.5265,0.5242,0.3228,0.3888,4.68,0.5782,0.1852,0.365,0.5502,0.42,5.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Mysore Road,secondary,secondary,none,7.5m,SafeZone,10,0
2681,1018,1039,86.87,7.82,146.96,86.87,40.0,0.335,0.515,0.7595,0.552,0.289,0.626,0.654,0.8205,0.2705,0.6465,0.1005,0.6075,0.5665,0.2905,0.3625,6.695,0.6585,0.233,0.4475,0.6145,0.3805,4.5,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Mysore Road,secondary,secondary,none,7.5m,SafeZone,10,0
2682,1018,1154,77.77,8.0,133.75,77.77,35.0,0.28,0.625,0.755,0.528,0.103,0.369,0.6465,0.7285,0.3315,0.555,0.1085,0.523,0.4875,0.3485,0.406,5.215,0.6275,0.225,0.386,0.5195,0.379,3.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Mysore Road,secondary,secondary,none,7.5m,SafeZone,10,0
2683,1018,1188,87.46,9.0,150.63,87.46,35.0,0.325,0.63,0.767,0.55,0.2275,0.3465,0.6245,0.731,0.3125,0.596,0.0905,0.5,0.5335,0.32,0.4,3.35,0.6445,0.135,0.35,0.5965,0.351,5.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Mysore Road,secondary,secondary,none,7.5m,SafeZone,10,0
2684,1019,1031,60.96,7.32,101.68,60.96,30.0,0.225,0.61,0.7635,0.5295,0.1675,0.51,0.6165,0.7405,0.3355,0.5705,0.124,0.472,0.545,0.253,0.3825,1.07,0.571,0.223,0.3545,0.5755,0.4225,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Apparao Road,tertiary,tertiary,none,7.5m,SafeZone,10,0
2685,1020,1024,134.67,16.16,226.68,134.67,30.0,0.23,0.445,0.6415,0.49,0.289,0.4795,0.547,0.6475,0.334,0.498,0.116,0.4015,0.5385,0.326,0.4015,6.2,0.5635,0.099,0.369,0.486,0.417,7.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,3rd Main Road,residential,residential,none,7.5m,SafeZone,10,0
2686,1020,1032,47.63,5.72,80.74,47.63,30.0,0.465,0.61,0.7485,0.5565,0.2645,0.5505,0.5945,0.7455,0.2895,0.5495,0.1165,0.491,0.616,0.2655,0.3815,4.855,0.627,0.1445,0.449,0.512,0.385,7.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,3rd Main Road,residential,residential,none,7.5m,SafeZone,10,0
2687,1022,1027,147.08,21.18,238.75,147.08,25.0,0.33,0.435,0.641,0.5265,0.1865,0.568,0.6075,0.6985,0.3045,0.521,0.1235,0.414,0.5915,0.2245,0.338,2.665,0.5705,0.251,0.386,0.5715,0.3915,7.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,7th Cross Road,tertiary,tertiary,none,7.5m,SafeZone,14,0
2688,1023,1139,116.83,12.02,201.82,116.83,35.0,0.435,0.47,0.7135,0.49,0.3415,0.543,0.5925,0.7805,0.394,0.5285,0.186,0.5455,0.5105,0.29,0.3995,4.255,0.656,0.211,0.341,0.533,0.408,5.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Mysore Road,secondary,secondary,none,7.5m,SafeZone,13,0
2689,1023,1163,13.46,1.21,23.2,13.46,40.0,0.43,0.375,0.7295,0.513,0.3095,0.618,0.6645,0.837,0.341,0.5845,0.124,0.641,0.5405,0.275,0.3785,7.915,0.6895,0.175,0.433,0.6225,0.4235,4.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Mysore Road,secondary,secondary,none,7.5m,SafeZone,13,0
2690,1023,1195,116.9,12.02,202.11,116.9,35.0,0.465,0.34,0.702,0.5215,0.221,0.625,0.616,0.773,0.352,0.553,0.1495,0.574,0.5365,0.3065,0.388,3.545,0.682,0.212,0.3445,0.583,0.433,5.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Mysore Road,secondary,secondary,none,7.5m,SafeZone,13,0
2691,1024,1032,176.81,21.22,300.88,176.81,30.0,0.355,0.465,0.716,0.5385,0.1545,0.278,0.5575,0.72,0.3175,0.5305,0.1445,0.4805,0.5875,0.2715,0.405,3.745,0.5935,0.0965,0.43,0.537,0.381,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,residential,residential,none,7.5m,SafeZone,10,0
2692,1027,1030,169.79,30.56,274.55,169.79,20.0,0.24,0.32,0.6075,0.4695,0.3715,0.3325,0.5585,0.709,0.377,0.526,0.1355,0.366,0.41,0.321,0.3655,3.13,0.503,0.2065,0.3395,0.516,0.406,4.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,14,0
2693,1027,1037,104.04,14.98,172.79,104.04,25.0,0.125,0.34,0.6,0.456,0.3655,0.4105,0.5785,0.6635,0.4025,0.476,0.1335,0.3405,0.494,0.3095,0.41,1.695,0.5015,0.245,0.352,0.492,0.4255,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,Unnamed Road,living_street,living_street,none,7.5m,SafeZone,14,0
2694,1029,1037,229.75,27.57,388.68,229.75,30.0,0.285,0.28,0.6515,0.492,0.36,0.3005,0.5995,0.6505,0.462,0.474,0.1225,0.401,0.4865,0.328,0.427,1.865,0.5295,0.192,0.3255,0.4965,0.4155,6.0,CENTRAL BANGALORE,Bi-directional,Chamarajpet,Chamarajpet,7th Cross Road,residential,residential,none,7.5m,SafeZone,10,0
